ID,Source,Domain,Question,Option_A,Option_B,Option_C,Option_D,Correct_Index,Correct_Answer_Text,Explanation,Your_Result
231,dojo-exam3,resilient-arch,"A Solutions Architect is unable to connect to the newly deployed EC2 instance via SSH using a home computer. However, the Architect was able to successfully access other existing instances in the VPC without any issues.
Which of the following should the Architect check and possibly correct to restore connectivity?",Configure the Security Group of the EC2 instance to permit ingress traffic over port 22 from your IP.,Configure the Security Group of the EC2 instance to permit ingress traffic over port 3389 from your IP.,Configure the Network Access Control List of your VPC to permit ingress traffic over port 22 from your IP.,Use Amazon Data Lifecycle Manager.,0,,"When connecting to your EC2 instance via SSH, you need to ensure that port 22 is allowed on the security group of your EC2 instance.
A security group acts as a virtual firewall that controls the traffic for one or more instances. When you launch an instance, you associate one or more security groups with the instance. You add rules to each security group that allow traffic to or from its associate",Incorrect
232,dojo-exam3,resilient-arch,"A major TV network has a web application running on eight Amazon T3 EC2 instances behind an application load balancer. The number of requests that the application processes are consistent and do not experience spikes. A Solutions Architect must configure an Auto Scaling group for the instances to ensure that the application is running at all times.
Which of the following options can satisfy the gi",Deploy four EC2 instances with Auto Scaling in one region and four in another region behind an Amazon Elastic Load Balancer.,Deploy eight EC2 instances with Auto Scaling in one Availability Zone behind an Amazon Elastic Load Balancer.,Deploy two EC2 instances with Auto Scaling in four regions behind an Amazon Elastic Load Balancer.,Deploy four EC2 instances with Auto Scaling in one Availability Zone and four in another availability zone in the same region behind an Amazon Elastic Load Balancer.,0,is,"The best option to take is to deploy four EC2 instances in one Availability Zone and four in another availability zone in the same region behind an Amazon Elastic Load Balancer. In this way, if one availability zone goes down, there is still another available zone that can accommodate traffic.

When the first AZ goes down, the second AZ will only have an initial 4 EC2 instances. This will eventual",Incorrect
233,dojo-exam3,cost-optimized-arch,"A company currently has an Augment Reality (AR) mobile game that has a serverless backend. It is using a DynamoDB table which was launched using the AWS CLI to store all the user data and information gathered from the players and a Lambda function to pull the data from DynamoDB. The game is being used by millions of users each day to read and store data.
How would you design the application to imp",Configure CloudFront with DynamoDB as the origin; cache frequently accessed data on the client device using ElastiCache.,"Since Auto Scaling is enabled by default, the provisioned read and write capacity will adjust automatically. Also enable DynamoDB Accelerator (DAX) to improve the performance from milliseconds to micr",Use API Gateway in conjunction with Lambda and turn on the caching on frequently accessed data and enable DynamoDB global replication.,Enable DynamoDB Accelerator (DAX) and ensure that the Auto Scaling is enabled and increase the maximum provisioned read and write capacity.,0,,"Amazon DynamoDB Accelerator (DAX) is a fully managed, highly available, in-memory cache for DynamoDB that delivers up to a 10x performance improvement – from milliseconds to microseconds – even at millions of requests per second. DAX does all the heavy lifting required to add in-memory acceleration to your DynamoDB tables, without requiring developers to manage cache invalidation, data population,",Incorrect
234,dojo-exam3,resilient-arch,"A Solutions Architect for a global news company is configuring a fleet of EC2 instances in a subnet that currently is in a VPC with an Internet gateway attached. All of these EC2 instances can be accessed from the Internet. The architect launches another subnet and deploys an EC2 instance in it, however, the architect is not able to access the EC2 instance from the Internet.
What could be the poss",The Amazon EC2 instance is not a member of the same Auto Scaling group.,The Amazon EC2 instance does not have a public IP address associated with it.,The route table is not configured properly to send traffic from the EC2 instance to the Internet through the customer gateway (CGW).,The Amazon EC2 instance does not have an attached Elastic Fabric Adapter (EFA).,0,,"Your VPC has an implicit router and you use route tables to control where network traffic is directed. Each subnet in your VPC must be associated with a route table, which controls the routing for the subnet (subnet route table). You can explicitly associate a subnet with a particular route table. Otherwise, the subnet is implicitly associated with the main route table.
A subnet can only be associ",Incorrect
235,dojo-exam3,cost-optimized-arch,"A Solutions Architect is working for a financial company. The manager wants to have the ability to automatically transfer obsolete data from their S3 bucket to a low-cost storage system in AWS after a certain period of time.
What is the best solution that the Architect can provide to them?",Use Lifecycle Policies in S3 to move obsolete data to Glacier.,Use an EC2 instance and a scheduled job to transfer the obsolete data from their S3 location to Amazon S3 Glacier.,Use Amazon SQS.,Use Amazon Timestream.,0,,"In this scenario, you can use lifecycle policies in S3 to automatically move obsolete data to Glacier.
Lifecycle configuration in Amazon S3 enables you to specify the lifecycle management of objects in a bucket. The configuration is a set of one or more rules, where each rule defines an action for Amazon S3 to apply to a group of objects.

These actions can be classified as follows:
Transition act",Incorrect
236,dojo-exam3,secure-arch,"A Solutions Architect is managing a company’s AWS account of approximately 300 IAM users. They have a new company policy that requires changing the associated permissions of all 100 IAM users that control the access to Amazon S3 buckets.
What will the Solutions Architect do to avoid the time-consuming task of applying the policy to each user?",Create a new policy and apply it to multiple IAM users using a shell script.,"Create a new IAM group and then add the users that require access to the S3 bucket. Afterwards, apply the policy to IAM group.",Create a new IAM role and add each user to the IAM role.,Create a new S3 bucket access policy with unlimited access for each IAM user.,0,,"In this scenario, the best option is to Create a new IAM group and then add the users that require access to the S3 bucket. Afterward, apply the policy to the IAM group. This will enable you to easily add, remove, and manage the users instead of manually adding a policy to each and every 100 IAM users.
Creating a new policy and applying it to multiple IAM users using a shell script is incorrect be",Incorrect
237,dojo-exam3,high-perf-arch,"A Solutions Architect working for a startup is designing a High Performance Computing (HPC) application which is publicly accessible for their customers. The startup founders want to mitigate distributed denial-of-service (DDoS) attacks on their application.
Which of the following options are not suitable to be implemented in this scenario? (Select TWO.)",Use an Amazon CloudFront service for distributing both static and dynamic content.,Use AWS Shield and AWS WAF.,Use Dedicated EC2 instances to ensure that each instance has the maximum performance possible.,Use an Application Load Balancer with Auto Scaling groups for your EC2 instances. Prevent direct Internet traffic to your Amazon RDS database by deploying it to a new private subnet.,0,,"Take note that the question asks about the viable mitigation techniques that are NOT suitable to prevent Distributed Denial of Service (DDoS) attack.
A Denial of Service (DoS) attack is an attack that can make your website or application unavailable to end users. To achieve this, attackers use a variety of techniques that consume network or other resources, disrupting access for legitimate end use",Incorrect
238,dojo-exam3,secure-arch,"A company that is rapidly growing in recent months has been in the process of setting up IAM users on its single AWS Account. A solutions architect has been tasked to handle the user management, which includes granting read-only access to users and denying permissions whenever an IAM user has no MFA setup. New users will be added frequently based on their respective departments.
Which of the follo",Create an IAM Role that enforces MFA authentication with the least privilege permission. Set up a corresponding IAM Group for each department. Attach the IAM Role to the IAM Groups.,Set up IAM roles for each IAM user and associate a permissions boundary that defines the maximum permissions.,Launch an IAM Group for each department. Create an IAM Policy that enforces MFA authentication with the least privilege permission. Attach the IAM Policy to each IAM Group.,Create a Service Control Policy (SCP) that enforces MFA authentication for each department. Add a trust relationship to every SCP and attach it to each IAM User.,0,is: Launch an IAM Group for each department. Create an IAM Policy that enforces MFA authentication with the least privilege permission. Attach the IAM Policy to each IAM Group.,"Multi-factor authentication (MFA) in AWS is a simple best practice that adds an extra layer of protection on top of your user name and password. With MFA enabled, when a user signs in to an AWS Management Console, they will be prompted for their user name and password (the first factor—what they know), as well as for an authentication code from their AWS MFA device (the second factor—what they hav",Incorrect
239,dojo-exam3,cost-optimized-arch,"A FinTech startup deployed an application on an Amazon EC2 instance with attached Instance Store volumes and an Elastic IP address. The server is only accessed from 8 AM to 6 PM and can be stopped from 6 PM to 8 AM for cost efficiency using Lambda with the script that automates this based on tags.
Which of the following will occur when the EC2 instance is stopped and started? (Select TWO.)",All data on the attached instance-store devices will be lost.,The Elastic IP address is disassociated with the instance.,There will be no changes.,The ENI (Elastic Network Interface) is detached.,0,"The underlying host for the instance is possibly changed.
– All data on the attached instance-store devices will be lost.","This question did not mention the specific type of EC2 instance, however, it says that it will be stopped and started. Since only EBS-backed instances can be stopped and restarted, it is implied that the instance is EBS-backed. Remember that an instance store-backed instance can only be rebooted or terminated, and its data will be erased if the EC2 instance is either stopped or terminated.
If you ",Incorrect
240,dojo-exam3,high-perf-arch,"A data analytics company is setting up an innovative checkout-free grocery store. The Solutions Architect developed a real-time monitoring application that uses smart sensors to collect the items that the customers are getting from the grocery’s refrigerators and shelves, then automatically deduct those items from customer accounts. The company wants to analyze the items that are frequently being ",Amazon SQS,Amazon Data Firehose,Amazon Redshift,Amazon DynamoDB Streams,0,"is: Amazon Data Firehose.
Amazon DynamoDB Streams is incorrect. This is just a feature in Amazon DynamoDB that lets you capture changes to items stored in a DynamoDB table. While it does provide a str","Amazon Data Firehose is the easiest way to load streaming data into data stores and analytics tools. It can capture, transform, and load streaming data into Amazon S3, Amazon Redshift, Amazon OpenSearch Service, and Splunk, enabling near real-time analytics with existing business intelligence tools and dashboards you are already using today.
It is a fully managed service that automatically scales ",Incorrect
241,dojo-exam3,cost-optimized-arch,"A company has established a dedicated network connection from its on-premises data center to AWS Cloud using AWS Direct Connect (DX). The core network services, such as the Domain Name System (DNS) service and Active Directory services, are all hosted on-premises. The company has new AWS accounts that will also require consistent and dedicated access to these network services.
Which of the followi",Create a new Direct Connect gateway and integrate it with the existing Direct Connect connection. Set up a Transit Gateway between AWS accounts and associate it with the Direct Connect gateway.,Set up another Direct Connect connection for each and every new AWS account that will be added.,Set up a new Direct Connect gateway and integrate it with the existing Direct Connect connection. Configure a VPC peering connection between AWS accounts and associate it with Direct Connect gateway.,Create a new AWS VPN CloudHub. Set up a Virtual Private Network (VPN) connection for additional AWS accounts.,0,is: Create a new Direct Connect gateway and integrate it with the existing Direct Connect connection. Set up a Transit Gateway between AWS accounts and associate it with the Direct Connect gateway.,AWS Transit Gateway provides a hub and spoke design for connecting VPCs and on-premises networks. You can attach all your hybrid connectivity (VPN and Direct Connect connections) to a single Transit Gateway consolidating and controlling your organization’s entire AWS routing configuration in one place. It also controls how traffic is routed among all the connected spoke networks using route tables,Incorrect
242,dojo-exam3,cost-optimized-arch,"A company needs to collect gigabytes of data per second from websites and social media feeds to gain insights on its product offerings and continuously improve the user experience. To meet this design requirement, you have developed an application hosted on an Auto Scaling group of Spot EC2 instances which processes the data and stores the results to DynamoDB and Redshift. The solution should have",AWS Data Exchange,Amazon Kinesis Data Streams,Amazon S3 Access Points,Amazon Managed Streaming for Apache Kafka (Amazon MSK),1,"is: Amazon Kinesis Data Streams.
Amazon S3 Access Points is incorrect because this is mainly used to manage access of your S3 objects. Amazon S3 access points are named network endpoints that are atta","Amazon Kinesis Data Streams is used to collect and process large streams of data records in real-time. You can use Kinesis Data Streams for rapid and continuous data intake and aggregation. The type of data used includes IT infrastructure log data, application logs, social media, market data feeds, and web clickstream data. Because the response time for the data intake and processing is in real-ti",Incorrect
243,dojo-exam3,high-perf-arch,"A document sharing website is using AWS as its cloud infrastructure. Free users can upload a total of 5 GB data while premium users can upload as much as 5 TB. Their application uploads the user files, which can have a max file size of 1 TB, to an S3 Bucket.
In this scenario, what is the best way for the application to upload the large files in S3?",Use Multipart Upload,Use AWS Import/Export,Use AWS Snowball,Use a single PUT request to upload the large file,0,,"The total volume of data and number of objects you can store are unlimited. Individual Amazon S3 objects can range in size from a minimum of 0 bytes to a maximum of 5 terabytes. The largest object that can be uploaded in a single PUT is 5 gigabytes. For objects larger than 100 megabytes, customers should consider using the Multipart Upload capability.
The Multipart upload API enables you to upload",Incorrect
244,dojo-exam3,secure-arch,"A Solutions Architect is working for a large insurance firm. To maintain compliance with HIPAA laws, all data that is backed up or stored on Amazon S3 needs to be encrypted at rest.
Which encryption methods can be employed, assuming S3 is being used for storing financial-related data? (Select TWO.)",Encrypt the data using your own encryption keys then copy the data to Amazon S3 over HTTPS endpoints.,Use AWS Shield to protect your data at rest,Enable SSE on an S3 bucket to make use of AES-256 encryption,Store the data in encrypted EBS snapshots,0,,"Data protection refers to protecting data while in-transit (as it travels to and from Amazon S3) and at rest (while it is stored on disks in Amazon S3 data centers). You can protect data in transit by using SSL or by using client-side encryption. You have the following options for protecting data at rest in Amazon S3.
Use Server-Side Encryption – You request Amazon S3 to encrypt your object before",Incorrect
245,dojo-exam3,high-perf-arch,"A company has clients all across the globe that access product files stored in several Amazon S3 buckets, which are behind each of the respective Amazon CloudFront web distributions. The company currently wants to deliver content to a specific client, ensuring that only that client can access the data. At present, all clients can access the S3 buckets directly using an S3 URL or through the CloudF",Restrict access to files in the origin by creating an origin access control (OAC) and giving it permission to read the files in the bucket.,Create a custom CloudFront function to check and ensure that only their clients can access the files.,Enable the Origin Shield feature of the CloudFront distribution to protect the files from unauthorized access.,Generate an S3 presigned URL to ensure that only the client can access the files. Remove permission to use S3 URLs to read the files for anyone else.,0,"Restrict access to files in the origin by creating an origin access control (OAC) and giving it permission to read the files in the bucket. 
   – Require the users to access the private content by usi","Many companies that distribute content over the Internet want to restrict access to documents, business data, media streams, or content that is intended for selected users, for example, users who have paid a fee. To securely serve this private content by using CloudFront, you can do the following:
– Require that your users access your private content by using special CloudFront signed URLs or sign",Incorrect
246,dojo-exam3,high-perf-arch,"A company installed sensors to track the number of people who visit the park. The data is sent every day to an Amazon Kinesis stream with default settings for processing, in which a consumer is configured to process the data every other day. You noticed that the S3 bucket is not receiving all of the data that is being sent to the Kinesis stream. You checked the sensors if they are properly sending","By default, Amazon S3 stores the data for 1 day and moves it to Amazon Glacier.","By default, the data records are only accessible for 24 hours from the time they are added to a Kinesis stream.","There is a problem in the sensors. They probably had some intermittent connection hence, the data is not sent to the stream.",Your AWS account was hacked and someone has deleted some data in your Kinesis stream.,0,,"Kinesis Data Streams supports changes to the data record retention period of your stream. A Kinesis data stream is an ordered sequence of data records meant to be written to and read from in real-time. Data records are therefore stored in shards in your stream temporarily.

The time period from when a record is added to when it is no longer accessible is called the retention period. A Kinesis data",Incorrect
247,dojo-exam3,resilient-arch,"A large telecommunications company needs to run analytics against all combined log files from the Application Load Balancer as part of the regulatory requirements.
Which AWS services can be used together to collect logs and then easily perform log analysis?",Amazon EC2 with EBS volumes for storing and analyzing the log files.,Amazon S3 for storing ELB log files and Amazon Athena for analyzing the log files.,Amazon DynamoDB for storing and EC2 for analyzing the logs.,Amazon S3 for storing the ELB log files and an EC2 instance for analyzing the log files using a custom-built application.,0,,"Access logging is an optional feature of Elastic Load Balancing that is disabled by default. After you enable access logging for your load balancer, Elastic Load Balancing captures the logs and stores them in the Amazon S3 bucket that you specify as compressed files. You can disable access logging at any time.

Amazon Athena is an interactive query service that makes it easy to analyze data direct",Incorrect
248,dojo-exam3,resilient-arch,"You are automating the creation of EC2 instances in your VPC. Hence, you wrote a python script to trigger the Amazon EC2 API to request 50 EC2 instances in a single Availability Zone. However, you noticed that after 20 successful requests, subsequent requests failed.
What could be a reason for this issue and how would you resolve it?","By default, AWS allows you to provision a maximum of 20 instances per Availability Zone. Select a different Availability Zone and retry the failed request.",There was an issue with the Amazon EC2 API. Just resend the requests and these will be provisioned successfully.,There is a vCPU-based On-Demand Instance limit per region which is why subsequent requests failed. Just submit the limit increase form to AWS and retry the failed requests once approved.,"By default, AWS allows you to provision a maximum of 20 instances per region. Select a different region and retry the failed request.",2,is: There is a vCPU-based On-Demand Instance limit per region which is why subsequent requests failed. Just submit the limit increase form to AWS and retry the failed requests once approved.,"You are limited to running On-Demand Instances per your vCPU-based On-Demand Instance limit, purchasing 20 Reserved Instances, and requesting Spot Instances per your dynamic Spot limit per region. New AWS accounts may start with limits that are lower than the limits described here.

If you need more instances, complete the Amazon EC2 limit increase request form with your use case, and your limit i",Incorrect
249,dojo-exam3,resilient-arch,"A large financial firm needs to set up a Linux bastion host to allow access to the Amazon EC2 instances running in their VPC. For security purposes, only the clients connecting from the corporate external public IP address 175.45.116.100 should have SSH access to the host.
Which is the best option that can meet the customer’s requirement?","Security Group Inbound Rule: Protocol – TCP. Port Range – 22, Source 175.45.116.100/32","Security Group Inbound Rule: Protocol – UDP, Port Range – 22, Source 175.45.116.100/32","Network ACL Inbound Rule: Protocol – TCP, Port Range-22, Source 175.45.116.100/0","Network ACL Inbound Rule: Protocol – UDP, Port Range – 22, Source 175.45.116.100/32",0,,"A bastion host is a special purpose computer on a network specifically designed and configured to withstand attacks. The computer generally hosts a single application, for example, a proxy server, and all other services are removed or limited to reduce the threat to the computer.

When setting up a bastion host in AWS, you should only allow the individual IP of the client and not the entire networ",Incorrect
250,dojo-exam3,resilient-arch,"A company has an e-commerce application that saves the transaction logs to an S3 bucket. You are instructed by the CTO to configure the application to keep the transaction logs for one month for troubleshooting purposes, and then afterward, purge the logs.
What should you do to accomplish this requirement?",Create a new IAM policy for the Amazon S3 bucket that automatically deletes the logs after a month,Enable CORS on the Amazon S3 bucket which will enable the automatic monthly deletion of data,Add a new bucket policy on the Amazon S3 bucket.,Configure the lifecycle configuration rules on the Amazon S3 bucket to purge the transaction logs after a month,3,is: Configure the lifecycle configuration rules on the Amazon S3 bucket to purge the transaction logs after a month.,"In this scenario, the best way to accomplish the requirement is to simply configure the lifecycle configuration rules on the Amazon S3 bucket to purge the transaction logs after a month.

Lifecycle configuration enables you to specify the lifecycle management of objects in a bucket. The configuration is a set of one or more rules, where each rule defines an action for Amazon S3 to apply to a group",Incorrect
251,dojo-exam3,secure-arch,"A company hosted a web application on a Linux Amazon EC2 instance in the public subnet that uses a non-default network ACL. The instance uses a default security group and has an attached Elastic IP address. The network ACL is configured to block all inbound and outbound traffic. The Solutions Architect must allow incoming traffic on port 443 to access the application from any source.
Which combina","In the Security Group, add a new rule to allow TCP connection on port 443 from source `0.0.0.0/0`","In the Network ACL, update the rule to allow both inbound and outbound TCP connection on port 443 from source `0.0.0.0/0` and to destination `0.0.0.0/0`","In the Network ACL, update the rule to allow outbound TCP connection on port `32768 - 65535` to destination `0.0.0.0/0`","In the Network ACL, update the rule to allow inbound TCP connection on port 443 from source `0.0.0.0/0` and outbound TCP connection on port `32768 - 65535` to destination `0.0.0.0/0`",0,"In the Security Group, add a new rule to allow TCP connection on port 443 from source `0.0.0.0/0`.
– In the Network ACL, update the rule to allow inbound TCP connection on port 443 from source `0.0.0.","In order to connect to a service running on an instance, you need to make sure that both inbound traffic on the port that the service is listening on and outbound traffic from ephemeral ports are allowed in the associated network ACL. When a client connects to a server, a random port is generated (like 1024-65535) from the ephemeral port range with this becoming the client’s source port.
The desig",Incorrect
252,dojo-exam3,cost-optimized-arch,"A Solutions Architect is designing a highly available environment for an application. She plans to host the application on EC2 instances within an Auto Scaling Group. One of the conditions requires data stored on root EBS volumes to be preserved if an instance terminates.
What should be done to satisfy the requirement?",Enable the Termination Protection option for all EC2 instances.,Set the value of `DeleteOnTermination` attribute of the EBS volumes to `False`.,Use AWS DataSync to replicate root volume data to Amazon S3.,Configure ASG to suspend the health check process for each EC2 instance.,0,is,"By default, Amazon EBS root device volumes are automatically deleted when the instance terminates. However, by default, any additional EBS volumes that you attach at launch, or any EBS volumes that you attach to an existing instance persist even after the instance terminates. This behavior is controlled by the volume’s `DeleteOnTermination` attribute, which you can modify.
To preserve the root vol",Incorrect
253,dojo-exam3,high-perf-arch,"A company is hosting EC2 instances that are on non-production environment and processing non-priority batch loads, which can be interrupted at any time.
What is the best instance purchasing option which can be applied to your EC2 instances in this case?",Spot Instances,On-Demand Capacity Reservations,Reserved Instances,On-Demand Instances,0,,"Amazon EC2 Spot instances are spare compute capacity in the AWS cloud available to you at steep discounts compared to On-Demand prices. It can be interrupted by AWS EC2 with two minutes of notification when the EC2 needs the capacity back.
To use Spot Instances, you create a Spot Instance request that includes the number of instances, the instance type, the Availability Zone, and the maximum price",Incorrect
254,dojo-exam3,resilient-arch,"A firm has a containerized application that runs on a self-managed Kubernetes cluster. The cluster writes data in an on-premises MongoDB database. A solutions architect is requested to move the service to AWS in order to minimize operational overhead. The firm prohibits any changes to the code.
Which action meets these objectives?",Migrate the cluster to an Amazon Elastic Kubernetes Service (EKS) cluster using Amazon EKS Anywhere and the database to an Amazon DynamoDB table.,Migrate the cluster to an Amazon Elastic Container Service (ECS) cluster using Amazon ECS Anywhere and the database to an Amazon Aurora Serverless database.,Migrate the cluster to an Amazon Elastic Container Service (ECS) cluster with the images stored in the Amazon Elastic Container Registry (Amazon ECR). Move the database to an Amazon Neptune database,Migrate the cluster to an Amazon Elastic Kubernetes Service (EKS) cluster and the database to an Amazon DocumentDB (with MongoDB compatibility) database.,0,is: Migrate the cluster to an Amazon Elastic Kubernetes Service (EKS) cluster and the database to an Amazon DocumentDB (with MongoDB compatibility) database.,"Amazon DocumentDB (with MongoDB compatibility) is a fast, scalable, highly available, and fully managed document database service that supports MongoDB workloads. The Amazon DocumentDB Migration Guide outlines three primary approaches for migrating from MongoDB to Amazon DocumentDB: offline, online, and hybrid.

The image above illustrates an offline migration approach, which is the fastest and si",Incorrect
255,dojo-exam3,resilient-arch,"A company deployed a high-performance computing (HPC) cluster that spans multiple Amazon EC2 instances across multiple Availability Zones and processes various wind simulation models. Currently, the Solutions Architect is experiencing a slowdown in their applications and upon further investigation, it was discovered that it was due to latency issues.
Which is the MOST suitable solution that the So",Set up a cluster placement group within a single Availability Zone in the same AWS Region.,Set up AWS Direct Connect connections across multiple Availability Zones for increased bandwidth throughput and more consistent network experience.,Set up a spread placement group across multiple Availability Zones in multiple AWS Regions.,Use EC2 Dedicated Instances with elastic inference accelerator,0,is: Set up a cluster placement group within a single Availability Zone in the same AWS Region.,"When you launch a new EC2 instance, the EC2 service attempts to place the instance in such a way that all of your instances are spread out across underlying hardware to minimize correlated failures. You can use placement groups to influence the placement of a group of interdependent instances to meet the needs of your workload. Depending on the type of workload, you can create a placement group us",Incorrect
256,dojo-exam3,high-perf-arch,"An online registration system hosted in an Amazon EKS cluster stores data to a `db.t4g.medium` Amazon Aurora DB cluster. The database performs well during regular hours but is unable to handle the traffic surge that occurs during flash sales. A solutions architect must move the database to Aurora Serverless while minimizing downtime and the impact on the operation of the application.
Which change ",Take a snapshot of the DB cluster. Use the snapshot to create a new Aurora DB cluster.,Add an Aurora Replica to the cluster and set its instance class to Serverless. Failover to the read replica and promote it to primary.,Use AWS Database Migration Service (AWS DMS) to migrate to a new Aurora Serverless database.,Change the Aurora Instance class to Serverless,1,is: Use AWS Database Migration Service (AWS DMS) to migrate data from the existing DB cluster to a new Aurora Serverless database.,"AWS Database Migration Service helps you migrate your databases to AWS with virtually no downtime. All data changes to the source database that occur during the migration are continuously replicated to the target, allowing the source database to be fully operational during the migration process.

You can set up a DMS task for either one-time migration or ongoing replication. An ongoing replication",Incorrect
257,dojo-exam3,cost-optimized-arch,"A solutions architect is managing an application that runs on a Windows EC2 instance with an attached Amazon FSx for Windows File Server. To save cost, management has decided to stop the instance during off-hours and restart it only when needed. It has been observed that the application takes several minutes to become fully operational which impacts productivity.
How can the solutions architect sp",Enable the hibernation mode on the EC2 instance.,Migrate the application to an EC2 instance with hibernation enabled.,Disable the Instance Metadata Service to reduce the things that need to be loaded at startup.,Migrate the application to a Linux-based EC2 instance.,0,,"Hibernation provides the convenience of pausing and resuming the instances, saves time by reducing the startup time taken by applications, and saves effort in setting up the environment or applications all over again. Instead of having to rebuild the memory footprint, hibernation allows applications to pick up exactly where they left off. While the instance is in hibernation, you pay only for the ",Incorrect
258,dojo-exam3,cost-optimized-arch,"A tech startup is launching an on-demand food delivery platform using Amazon ECS cluster with an AWS Fargate serverless compute engine and Amazon Aurora. It is expected that the database read queries will significantly increase in the coming weeks ahead. A Solutions Architect recently launched two Read Replicas to the database cluster to improve the platform’s scalability.
Which of the following i",Use the built-in Reader endpoint of the Amazon Aurora database.,Use the built-in Cluster endpoint of the Amazon Aurora database.,Enable Amazon Aurora Parallel Query.,Create a new Network Load Balancer to evenly distribute the read queries to the Read Replicas of the Amazon Aurora database.,0,is to use the built-in Reader endpoint of the Amazon Aurora database.,"Amazon Aurora typically involves a cluster of DB instances instead of a single instance. Each connection is handled by a specific DB instance. When you connect to an Aurora cluster, the hostname and port that you specify point to an intermediate handler called an endpoint. Aurora uses the endpoint mechanism to abstract these connections. Thus, you don’t have to hardcode all the hostnames or write ",Incorrect
259,dojo-exam3,resilient-arch,"An aerospace engineering company recently adopted a hybrid cloud infrastructure with AWS. One of the responsibilities of the Solutions Architect is to launch an Amazon VPC with both public and private subnets for Amazon EC2 instances and database instances. The architecture must ensure each subnet is properly defined within the assigned VPC CIDR block.
Which of the following statements are true re",Each subnet maps to a single Availability Zone.,EC2 instances in a private subnet can communicate with the Internet only if they have an Elastic IP.,"The allowed block size in VPC is between a /16 netmask (65,536 IP addresses) and /27 netmask (32 IP addresses).",Each subnet spans 2 Availability Zones.,0,"Each subnet maps to a single Availability Zone
– Each newly created subnet is, by default, linked to the main route table of the VPC.","A VPC spans all the Availability Zones in the region. After creating a VPC, you can add one or more subnets in each Availability Zone. When you create a subnet, you specify the CIDR block for the subnet, which is a subset of the VPC CIDR block. Each subnet must reside entirely within one Availability Zone and cannot span zones. Availability Zones are distinct locations that are engineered to be is",Incorrect
260,dojo-exam3,high-perf-arch,"A Data Analyst in a financial company is tasked to provide insights on stock market trends to the company’s clients. The company uses AWS Glue extract, transform, and load (ETL) jobs in daily report generation, which involves fetching data from an Amazon S3 bucket. The analyst discovered that old data from previous runs were being reprocessed, causing the jobs to take longer to complete.
Which sol",Increase the size of the dataset used in the job to speed up the extraction and analysis process.,Parallelize the job by splitting the dataset into smaller partitions and processing them simultaneously using multiple EC2 instances.,Enable job bookmark for the ETL job.,"Create a Lambda function that removes any data already processed. Then, use Amazon EventBridge (Amazon CloudWatch Events) to trigger this function whenever the ETL job’s status switches to `SUCCEEDED`",2,is: Enable job bookmark for the ETL job.,"AWS Glue is a powerful tool that enables data engineers to build and manage ETL (extract, transform, load) pipelines for processing and analyzing large amounts of data. With AWS Glue, you can create and manage jobs that extract data from various sources, transform it into the desired format, and load it into a target data store.
One of the features that make AWS Glue especially useful is job bookm",Incorrect
261,dojo-exam3,high-perf-arch,"A web-based application must extract specific data from a large CSV file stored in an Amazon S3 bucket. The application requires filtering or transforming the data dynamically before returning it, ensuring that only the needed data is returned without downloading the entire object.
Which of the following actions should be implemented to achieve this?",Use S3 Object Lambda with a Lambda function that processes the data based on the bucket's name and object's metadata.,Use S3 Object Lambda with a Lambda function that processes the data based on the bucket’s name.,Use S3 Object Lambda with a Lambda function that processes the data based on the bucket's name and object tags.,Use S3 Object Lambda with a Lambda function that processes the data based on the bucket's name and object's key.,0,is: Use S3 Object Lambda with a Lambda function that processes the data based on the bucket’s name and object’s key.,"Amazon S3 Object Lambda allows users to add custom code to process and transform data when retrieving it from S3. This means that applications can retrieve and modify the data dynamically without the need to create additional storage copies. By integrating AWS Lambda functions with S3 GET requests, users can filter, format, or customize the data on the fly before it’s returned to the application, ",Incorrect
262,dojo-exam3,resilient-arch,"Due to the large volume of query requests, the database performance of an online reporting application significantly slowed down. The Solutions Architect is trying to convince her client to use Amazon RDS Read Replica for their application instead of setting up a Multi-AZ Deployments configuration.
What are two benefits of using Read Replicas over Multi-AZ that the Architect should point out? (Sel",Provides synchronous replication and automatic failover in the case of Availability Zone service failures.,It enhances the read performance of your primary database by increasing its IOPS and accelerates its query processing via AWS Global Accelerator.,It elastically scales out beyond the capacity constraints of a single DB instance for read-heavy database workloads.,Allows both read and write operations on the read replica to complement the primary database.,2,"It elastically scales out beyond the capacity constraints of a single DB instance for read-heavy database workloads.
    – Provides asynchronous replication and improves the performance of the primary","Amazon RDS Read Replicas provide enhanced performance and durability for database (DB) instances. This feature makes it easy to elastically scale out beyond the capacity constraints of a single DB instance for read-heavy database workloads.
You can create one or more replicas of a given source DB Instance and serve high-volume application read traffic from multiple copies of your data, thereby inc",Incorrect
